7.770415943664138458e-01,5.064627672363268829e-01
5.693892431276841304e-01,9.951301925314760544e-01
8.748514531942945816e-01,2.658299040814133818e-01
8.699414663884362797e-01,9.941832852815435384e-01
8.717932634467033814e-01,6.877028458064693428e-02
3.563371538148809581e-01,2.152765634016662322e-02
7.879003086591328531e-01,1.888043385562809817e-02
9.782343772936007431e-01,5.897469651195667018e-01
9.948446125244768679e-01,8.630124546348239001e-02
9.881120542064888435e-01,2.156953648658499478e-02
6.022634365492435249e-01,7.259138166864086417e-01
1.504911098394136060e-01,2.333694833670065805e-01
6.839384613568061377e-01,9.543203821233132711e-01
4.151257564845427517e-01,6.038917206014220440e-01
2.051804633613553142e-01,6.965442615440926577e-01
1.327772537459941393e-01,3.475610075600418236e-01
9.786870764242014964e-01,6.727495260857045967e-01
3.875471580571949737e-01,7.756721019780892235e-01
6.069840986340615530e-01,2.084092595806099624e-01
3.136603106430273513e-01,9.378612032054872705e-01
7.987877808148113878e-01,4.796933319190035405e-01
5.145127683109214090e-01,5.665821596704588847e-01
2.709745641157963458e-01,7.369968416918641907e-01
3.652915824910805132e-01,4.613280214565362858e-02
4.362368169369327253e-01,9.595913639491870928e-01
9.114032248752904630e-01,8.443113819049932189e-01
2.975269527035792061e-01,9.270193717737791328e-01
8.151493861530553220e-01,8.991224784285363203e-01
4.226490146892472044e-01,4.340716107387018186e-01
2.388505069078562526e-01,3.336902492372465501e-01
8.480281142420896812e-01,6.859630858295666656e-01
1.638050832319225547e-01,1.141255058289371016e-01
7.075205924229581722e-01,3.105840045368257751e-01
9.372230361844335889e-01,3.312772528323418841e-01
9.462850873260402196e-01,9.839541024864537633e-01
8.203537061673452646e-01,5.410762406469572516e-01
5.288293531846319784e-01,2.159216429729408082e-01
2.208584915273227312e-01,8.699867006520354273e-01
4.518475340362837489e-01,7.269044071754109382e-01
4.712201214171035657e-01,5.049965795357632681e-01
1.794216815100120321e-01,1.054231731421939600e-03
4.979996197972130778e-01,8.797096667756786337e-01
6.249680830863184600e-01,7.954166591526291574e-01
1.404699192086175108e-01,7.414556053392670210e-01
2.326465058488825788e-01,2.419751741803490841e-01
8.218593943492559228e-01,1.674310207649071236e-01
2.290193266104312286e-02,2.957318551863584721e-01
1.251202772262265395e-01,9.054104562223717068e-01
3.036253806608166794e-01,1.832538255675303374e-01
1.000689748266065937e-01,6.437977117470214949e-01
5.377229109622106984e-01,7.846801154081927132e-01
9.165854316243750022e-01,3.124343267965479232e-01
