3.395467645948353486e-01,9.710821406620032681e-01,5.789102297753889736e-02
1.829101196009381702e-01,8.625616027555749188e-02,8.127683217879677624e-02
7.860389211394969156e-02,9.913026834268034992e-01,8.942136583761323143e-01
2.937634152282128097e-01,7.568400609234892107e-01,6.165910247562945701e-01
9.961746203856591819e-03,8.531360191845671626e-02,8.026154867405994597e-01
6.821856924397039501e-01,3.075311562482274663e-01,8.776458174221833941e-01
9.516179566731679529e-01,3.659326924979292572e-01,6.930156704985178662e-01
5.404165595979508740e-01,4.423240976038582684e-01,1.214919355301594672e-01
9.393971046944693537e-02,9.593926103507058878e-01,8.720884884445461172e-01
7.058289777332864556e-01,4.619659213009307264e-01,2.723557327264229944e-01
8.054572382792501983e-02,5.301226028521792699e-01,4.443180512182356434e-01
8.094228794195169607e-01,4.632641110445869792e-01,4.692741821627026688e-01
3.890442559293230129e-01,4.481922629380667988e-01,6.759552724397581702e-01
8.225776450898921732e-01,3.947934227640497173e-01,7.758367717982695977e-01
9.332951630548876887e-01,6.294792332409013813e-01,8.631858236274041474e-01
9.531989744644872031e-01,6.338603929310901997e-01,7.802351161793572576e-01
1.771279729745496301e-01,6.835566660013788765e-01,9.627273372542286545e-01
1.382210694088703562e-02,5.131721905898762870e-01,6.547063201524251363e-01
9.162817549086245128e-01,3.049578610315127891e-01,5.363613578181203323e-02
1.086565020400531711e-02,7.444780677027718063e-02,2.205232922246864735e-01
5.448509686185190048e-01,9.594588196226527810e-02,4.361810313985353682e-01
6.393682153263502421e-02,1.432290711425688867e-01,9.014987649067934816e-01
2.443907717741943264e-01,3.402808419673130080e-01,8.466211482708327907e-01
3.159065631019982723e-01,9.833528610536168557e-02,5.932031103405761563e-01
1.005775642059058006e-01,4.508134651632005330e-01,1.092319721689111178e-01
3.431265288816550685e-01,5.097870376872526421e-01,1.163407187166921597e-01
3.099227055105238104e-01,6.547693824521085837e-01,6.071523423504451289e-01
2.076236134615782047e-01,1.726112072469131453e-01,7.627158085372698348e-02
2.680353623101672245e-02,7.821009161260457088e-01,3.334137674882539093e-01
7.890406247395886918e-01,7.406783379753264507e-01,4.419699412958024709e-01
3.882850452206387803e-01,9.745600993497363085e-01,8.987239633658439253e-02
6.352342354624807008e-01,4.742931810414755534e-01,7.404824009544935803e-01
8.412390581883689711e-01,3.465139012248685813e-02,1.676530400591424996e-02
6.473527248365842368e-01,5.193065124158536827e-01,3.503047500082648869e-01
5.622468545866160516e-01,7.659746698353512295e-01,4.967650771691989320e-01
9.909802182883091781e-01,1.353326862199453196e-01,6.525555294128539963e-01
9.058174427661855876e-01,4.792139996197229967e-01,1.780372013583407798e-01
8.366225500351232025e-02,2.766028150222735738e-01,4.600808021906600542e-01
5.051452964131915024e-01,3.886570439909691199e-01,3.563855843717309568e-01
1.538965172418990113e-01,5.526708045068576824e-01,9.486130786083597499e-01
1.350214562528636586e-01,6.523271646778573407e-01,5.203114976730049968e-01
6.954432398895534773e-01,3.940735781319885112e-01,1.973122312349837593e-01
7.953418852772283776e-01,4.068734519386589810e-01,3.924889000688416285e-01
3.934376299490689455e-01,6.760106202839265555e-01,5.122374150884209110e-01
3.094088721829064692e-01,7.406366008575577808e-01,8.253627638017266843e-01
7.050582097978828067e-01,7.795071815077216915e-01,2.516055197916594599e-01
8.622882535132414539e-02,1.166952401338980927e-01,9.150833452494642195e-01
1.920354443036733638e-01,6.767506463986383558e-02,5.648960519097050437e-01
2.429033967479634626e-01,1.380238100540672752e-01,6.317541622220366193e-01
8.748672160636183914e-02,7.274333005816880915e-01,8.293373941869693899e-01
1.694933600454128220e-01,4.542107983063264909e-01,9.761481791716211109e-01
2.698931727408503400e-01,6.742200261917695725e-01,9.621667827261873862e-01
2.362930177507676088e-01,5.195645078520917393e-01,1.389866525176154388e-01
1.580975301774790731e-01,4.604559284808896757e-01,7.022682752605635681e-01
2.575637379589933440e-01,9.174432021097521650e-01,4.580798289234990772e-01
2.167332594180839678e-01,6.990798325728896367e-01,5.701004653245795861e-01
9.819321895196287953e-01,6.196056107520602207e-01,7.356844848362155131e-01
9.142427551888743231e-02,6.364052404035654975e-01,5.205894869301335159e-01
1.833543421564095555e-01,7.091770362302655117e-01,8.087134156966792053e-01
1.405194233364637224e-01,6.826419829333780775e-01,3.053034475912169698e-01
4.678779089446853945e-01,6.931537227336053153e-01,7.674727159636441920e-01
5.104375967690883975e-01,4.785879159297029561e-01,5.380246842434817101e-01
7.438092522466603906e-01,1.326073978043207369e-02,6.972163280324928936e-01
3.192580560560307479e-01,8.604594821474232935e-01,3.330878683375493310e-02
3.978172630453701286e-01,5.164211219101736416e-01,4.339272485472001062e-01
2.758524544465423833e-01,3.783931090271872577e-01,7.103966873998879272e-02
6.778647410961068376e-01,7.648849528634091843e-01,4.485726658440878367e-01
3.821223013815464586e-01,8.666649155893111356e-01,5.863177162841717305e-01
8.364042107859299691e-01,5.628594602605411223e-01,8.076773844951401493e-01
